climb_h0,climb_h1,cruise_h0,cruise_h1,TOM,Mf,M_NOx
0.3211129636227406,0.20081135037284678,0.9163256749680032,0.2344994904603426,21739.064458455094,958.268708486371,5.64384093503827
0.3526844902400152,0.03894433749749895,0.4581935197550524,0.7242237130259137,21746.65282936438,958.2293108146354,5.511823152546242
0.8765874979019205,0.8244397237009141,0.7540760504795953,0.2118047144283614,23185.33413080175,913.5268989029875,5.145304420402334
0.1230640359026751,0.6950379273446019,0.30159534608240635,0.372808984009035,20582.88205629098,989.5409786024925,5.687229432957983
0.5828696233014429,0.28739653903048445,0.837488205615551,0.4031168415478237,22756.79517353097,927.6986866423642,5.295530099690577
0.22093039771801226,0.7038717837193198,0.06843935600305459,0.4818867151881717,20376.079428452453,996.439916585281,5.727982901096879
0.032052408493763535,0.6594165275538012,0.5561242952107035,0.5275503299330366,21806.07206668469,954.6039606876911,5.423525291540139
0.7431252942503228,0.9100590343417285,0.6304153339843376,0.7357660783323859,24992.394082121387,861.4807846504953,4.741717230696039
0.4038564186179783,0.42547706431162874,0.4284109797763504,0.6659878430151845,22156.251121042333,943.8325069309915,5.289599344301988
0.5489885071114605,0.0573243530749068,0.1229492015194926,0.9777705501700511,21887.690127791386,953.4185222028918,5.67368646272222
0.9584338031918885,0.042357610805725227,0.4189699671417204,0.60155086369732,22230.121675453454,941.3231131075663,5.18117268888868
0.6413389604476437,0.7425969580947336,0.6927357481323483,0.9151863613871579,25611.1243175205,844.4622810252932,4.926646110921586
0.914386992797601,0.4832614781641687,0.5375124628470206,0.1271786922397815,21489.514799729917,963.1408543101074,5.37889275216614
0.27229752820409364,0.13519786284724575,0.6442875850614811,0.8273938539035136,22890.865003216088,926.0363811381227,5.5768569070531715
0.7695056549740845,0.17780896413278183,0.8504338325654501,0.18653927185001407,22084.22569027082,947.6566088273726,5.392411643218473
0.1491013459796858,0.646488286114219,0.28080666829415063,0.7783719151046877,21961.13671323857,949.7431521214476,5.465508018646425
0.7782379191255073,0.23782166184057882,0.9461569669261648,0.6562054623238598,24704.319488276007,871.9482937452672,5.170517077863714
0.5660930682685656,0.9513945134934855,0.03318936727988131,0.5694991132875502,21519.469200952975,963.378513135511,5.521815597908015
0.7267011313652464,0.5319088555285126,0.5493528856589732,0.9090978509165943,24615.19989419324,872.8458579412066,4.93411460235179
0.04756180754211082,0.8823671463727023,0.881902202701413,0.7840867336588443,24739.28543933257,871.3853148465814,5.472834971143275
0.3110562084115884,0.40751738067480675,0.731261595052283,0.8004986917067956,23736.4487262708,900.0379765057096,5.361403902532123
0.6763619067173658,0.47762182447368895,0.323853960135456,0.19343990074640693,20600.643354961823,989.6300719780211,5.633956642336354
0.3837674269929088,0.9433940590268943,0.6568808231296056,0.20683352205852082,22046.670111552885,947.9037459374979,5.397338691411801
0.9824950323997476,0.6860672767899376,0.6145626400799356,0.027720196352124277,21843.45153172685,952.6868529263786,5.441319405903483
0.392490960073352,0.6794873785988145,0.6252128899636414,0.36939209583899263,22133.196112734848,944.7416273031075,5.2466501713331075
0.17352464054011854,0.9893591810199927,0.7413011843688967,0.7460622048919145,24415.927193728436,880.0842644853243,5.168254408420627
0.7810211929846453,0.6132286381586941,0.8725137135659247,0.8750105526237248,26375.718887382496,821.8671188031376,4.969209299716287
0.7542567727072435,0.06945535817057957,0.3847560836545755,0.44952390440716145,21208.56150850635,971.5401885460959,5.409625385527817
0.8994435174333627,0.6321970240156045,0.20333585315440472,0.834661330372711,23318.636297928944,909.0643677449996,5.0672791373028225
0.10822880742602829,0.8925687736114544,0.5836553890412555,0.7112491772673408,23231.834909021138,913.7570513021851,5.231243312415272
0.09698139544855854,0.37945399392791856,0.2681731874371263,0.24670700298130824,19586.993988631875,1019.0370494952283,6.018836460541232
0.002802939131485347,0.08174210058098716,0.9689924917519229,0.5010187770288457,22196.399376102352,948.6832601268859,6.020773533620287
0.7306182049371382,0.11716336417307698,0.9023855957934167,0.5199611507296822,23510.486664772623,907.0393097916192,5.248534925195772
0.19228384284212158,0.46973528329825187,0.21460400582274894,0.16610746460328232,19442.437709691352,1023.8761527581435,6.038986255196121
0.5294984202474198,0.7680636701034647,0.1955233142248224,0.41792642592906304,21168.004191238833,972.8117716947397,5.523794263366101
0.13220615615366632,0.14304754431862052,0.5009829680655719,0.2623126170140155,20058.28850914146,1006.2055375795155,5.836133064720984
0.8336081000618798,0.3988587606207571,0.5654626943326544,0.2709048910457785,21853.200275296058,952.227100583455,5.251666690371261
0.4195525174517655,0.9612474100393119,0.4681100480675287,0.6229370311774698,23132.54126703392,915.2962487172983,5.087436925425881
0.48991860066797854,0.006283095714053178,0.9803325930812997,0.08525572964250269,21384.469688515554,970.3470001073752,5.768879990414311
0.5744902504705389,0.7230964018524807,0.5223233764911941,0.14764814059550868,21312.703891113546,969.4022412979073,5.457275082438749
0.156124214318884,0.5930087864370576,0.8015060005249943,0.5992509548719452,23169.51705666198,916.2502799001418,5.343204196456809
0.25833685925232586,0.9775181075587602,0.6636888566702956,0.13128727918769995,21612.13809523049,961.1139563567782,5.532624190422776
0.8461756005788904,0.80484506343893,0.3553751477245918,0.013478147935125669,20848.849040250334,983.8075641019652,5.704248944956316
0.4421636332206771,0.7769004185467658,0.9737026063310624,0.09883275978905394,22638.76101190986,932.5827897480456,5.433045853196535
0.28803305613199975,0.5813507167705056,0.14501286796484206,0.9200630112452746,22158.588022370994,944.1107557579942,5.523897592732519
0.24233128993737765,0.07585559338358014,0.16613349386942194,0.9396290579680036,21386.789438537176,968.3825085449189,5.822462050434533
0.6981998831554646,0.4580826247073213,0.09454346807625745,0.38762664136069924,20531.00795373548,991.7990370738637,5.605989107121645
0.08354295735441142,0.27237686220105944,0.2565123560016006,0.3544662172971848,19723.446468120706,1015.0585295812319,5.945708361477893
0.1600323194969372,0.3439060516897783,0.0703241545805893,0.8561863184881428,21037.72574705207,977.3647831096072,5.767836062747244
0.4965484638651506,0.30937018405050665,0.08740848437769957,0.05148576327489649,18963.96652885762,1039.9485311406033,6.10681592107629
0.1854061176009293,0.49852720309155435,0.11719872508488147,0.06945693289226149,18915.300418282983,1040.7906026427834,6.140797417485496
0.8579091103170634,0.3870161762491556,0.3115790719570645,0.5801671392563776,22150.463407407973,942.8534641410774,5.171701696752113
0.2300106777430257,0.19978820091869512,0.15826214130965033,0.3131976555123551,19424.430475831494,1024.0770109791274,6.028678827751548
0.3754948578605374,0.41560106649438266,0.3755887930546816,0.4374887769411149,21039.393751699117,975.900526015165,5.491418518938323
0.4695660080370013,0.29395413675267806,0.5999637047682332,0.11619825120360541,20625.331774728613,989.560443426084,5.667929885535168
0.05967878698973073,0.10511018196946045,0.9950967917012921,0.5593832804198186,22685.094735809245,934.3054246602114,5.9976378178882594
0.5143050485640576,0.26529512873153455,0.24075166592848668,0.8651335104397146,22172.44558863735,943.7476249103024,5.462981683168157
0.26986860051322675,0.5263408738687618,0.10193660450079657,0.4903749023406954,20327.97787374027,997.3815600963198,5.7233082123725705
0.8101738448253204,0.6672196708531858,0.27060984298118734,0.7946183824822374,23306.05961880806,909.9445416855442,5.019381056102535
0.6085086989619901,0.7909116774960105,0.7074589952710211,0.1021670635906681,21975.20775869607,950.9889779286734,5.345662475949096
0.5944689590377511,0.029590479220098435,0.04746092810083011,0.9669036992730429,21608.65177299124,961.8599849716336,5.704680009510826
0.9324339620405285,0.3543443116907597,0.400382256879991,0.4246784240768704,21948.026043831407,948.1119328141602,5.213479457572573
0.7187682987917096,0.8709526007435309,0.9539661537093262,0.3237141780168558,24322.200345208694,881.9963421156147,5.032005773106397
0.061833066199455805,0.60187836998543,0.8661589661746036,0.6181875417403632,23345.379540322632,911.7332722291355,5.485292538247998
0.798194413704936,0.7308631580601483,0.7277143916235189,0.0013741366374182484,21900.577815219505,953.9254397086198,5.370767081203752
0.997417038562808,0.5032268535187544,0.3982324528365129,0.17560436714614536,21355.751770682582,965.4586980436529,5.49788921412468
0.47551208808813356,0.01735998641048322,0.8949893871214293,0.5458464355837809,22884.81317187364,926.9096141506416,5.5164989368008595
0.02082386841353165,0.8382588526485476,0.014946889788192306,0.9426365353628404,21719.00346283758,958.0183707847955,5.737366128433822
0.9649218641841955,0.43271908639160905,0.6833937880681124,0.5324407920656629,23744.15735846398,896.4476950659102,4.832227160650012
0.21992954131434128,0.4488203957595389,0.49468269099943574,0.45548451555215097,21301.602239104683,968.6243170165105,5.449526755149386
0.3686568279318188,0.15726637250641684,0.050856310746073774,0.6753810382866325,20403.764578556777,995.9821177714412,5.746924921133243
0.627605268396888,0.9365360021614052,0.7868644048851214,0.33968957410639405,23593.67362299968,902.637917442778,5.064024999513132
0.2980584789722889,0.1637429000710849,0.17209185661275328,0.6968439379350185,20764.862672223146,985.1844917934625,5.683693868335455
0.5077154114895885,0.3307285112973042,0.4725714840849519,0.6897904571171553,22449.913935787525,935.6203791464691,5.2515961442114785
0.33988547812866693,0.18569507354409626,0.027457060315447247,0.2975515676042617,19144.887044216008,1033.091183366047,6.081962548523267
0.012952941372340319,0.7120636170438158,0.2243648131816881,0.2885084747590055,19919.318930806265,1009.4854925629043,5.957973927842209
0.8657344505709282,0.9004788846257177,0.7752794485007497,0.9995651037722378,27549.82544308526,785.8877676778402,4.997006482264994
0.207494272940197,0.7842697244963626,0.001095789474117318,0.46994782627483345,20221.508181750793,1001.680838167053,5.789134479469475
0.9299778843112573,0.221089433663177,0.4469211917148219,0.5772012510604061,22499.03286001365,932.759008050557,5.089876554984658
0.651463006296102,0.9234228692420234,0.7623645136254221,0.7684700570166102,25623.494105130645,844.2082246197533,4.806113687687854
0.8069238449059299,0.12358059064152119,0.6757221532636523,0.7047123456206456,23551.95352830948,905.2977160818732,5.080731626223605
0.6660718823273839,0.8656234372404551,0.2952139732252428,0.3927425215741045,21821.076165461993,953.1403686687694,5.421371191118678
0.6886322810629426,0.257677943849189,0.8447443452149234,0.3070195698002149,22536.488151261845,934.047609727709,5.3225477820334355
0.7035099172181031,0.5432265717637991,0.3688778901060891,0.8129229199653328,23339.2685514685,909.3679104557268,5.017966898198662
0.9043569530969972,0.31755228208784264,0.7160912172674847,0.25036032541548553,22324.98020378229,938.8252404992954,5.207964467743204
0.9424281364403757,0.09666787445634833,0.5136973749840288,0.6329639967804241,22793.754066775593,925.2641794536155,5.072887028572849
0.5569341334635134,0.3636713479191508,0.9224869913891134,0.15867763737317908,22170.99997441842,945.2547141396626,5.50046723917179
0.3431855325013426,0.5160873318933956,0.1817003287238296,0.07031702522130097,19334.108586009388,1028.3486200713317,6.00880208822886
0.30516444588136216,0.5551073691218945,0.8178269900174975,0.849846701314391,24654.512742500126,873.125459746145,5.373687987127852
0.11523840277734594,0.5774431297596496,0.4301861100040733,0.8944036540955898,22820.554046013527,925.3681640561583,5.484828462884892
0.4520298623545768,0.8168558982220264,0.5752561981213674,0.03615118592539763,21031.966117787128,978.8729765825012,5.577665376113414
0.5344094662567939,0.6297554840113314,0.7977823353281517,0.9554409067764656,25830.20281231101,838.1014922739603,5.239950553508213
0.6191747655860229,0.8456656544549626,0.8260771395508487,0.8845142458776288,26326.730853025234,823.7264853542908,4.982261460354135
0.07437320380355945,0.5646515740793934,0.4803800338441366,0.2210691728958495,20372.247673925674,996.1930997654961,5.759197569069293
0.43482697011578125,0.327102587279878,0.34509787899271793,0.643275054610362,21652.190563826105,958.387339899966,5.3963992301773285
0.6384625784879308,0.2179429617336953,0.9325610023014645,0.7562628432439135,24772.084493595587,870.4864567891075,5.366068525355851
0.8803241878141371,0.2445904478729139,0.13926894738678175,0.04226539935409859,19529.276051287925,1022.9720246626333,5.889833758483585
0.4239410641332816,0.8514177824728213,0.33615422085712365,0.9844420370990952,23998.206611063404,890.7100546990334,5.222044542309709
0.9753016653252666,0.7514072742736225,0.23460838410071427,0.3439037196058067,21774.233055939585,952.0803450983087,5.539140450320826
0.8292071365311773,0.997331008096247,0.6021104883736448,0.47633139862502416,23971.538563492926,888.4458029115901,4.975073037561695
